outlier_rank,symbol,event_date,excess_bps,liquidity,row_date,Open,High,Low,Close,Volume,pct_change,flags
16,AYES,2013-02-18,-6302.732227218373,illiquid,2013-02-14,1.9286189,2.12398569,1.9286189,2.12398569,35163.89363815,21.142868494577716,BUYUK_TEK_GUN_HAREKETI(>%15)
16,AYES,2013-02-18,-6302.732227218373,illiquid,2013-02-15,2.32937088,2.32937088,1.9436471,1.9436471,16958.11958309,-8.49057462341002,BUYUK_TEK_GUN_HAREKETI(>%15)
16,AYES,2013-02-18,-6302.732227218373,illiquid,2013-02-18,1.74828071,1.74828071,1.57295152,1.57295152,389.26819526,-19.072164900716803,BUYUK_TEK_GUN_HAREKETI(>%15)
16,AYES,2013-02-18,-6302.732227218373,illiquid,2013-02-19,1.41265073,1.41265073,1.26737814,1.26737814,529.00549612,-19.42675130890239,BUYUK_TEK_GUN_HAREKETI(>%15)
16,AYES,2013-02-18,-6302.732227218373,illiquid,2013-02-20,1.13713374,1.13713374,1.02191755,1.02191755,1257.63570775,-19.36758906067293,BUYUK_TEK_GUN_HAREKETI(>%15)
16,AYES,2013-02-18,-6302.732227218373,illiquid,2013-02-21,0.91672015,0.91672015,0.82554908,0.82554908,16738.53239602,-19.215686236135188,BUYUK_TEK_GUN_HAREKETI(>%15)
17,AYES,2013-02-15,-6262.9665013145195,illiquid,2013-02-12,1.31246273,1.44771653,1.31246273,1.44771653,1996.24715516,,BUYUK_TEK_GUN_HAREKETI(>%15)
17,AYES,2013-02-15,-6262.9665013145195,illiquid,2013-02-13,1.59298912,1.75328991,1.59298912,1.75328991,1497.18536637,21.107266075078932,BUYUK_TEK_GUN_HAREKETI(>%15)
17,AYES,2013-02-15,-6262.9665013145195,illiquid,2013-02-14,1.9286189,2.12398569,1.9286189,2.12398569,35163.89363815,21.142868494577716,BUYUK_TEK_GUN_HAREKETI(>%15)
17,AYES,2013-02-15,-6262.9665013145195,illiquid,2013-02-15,2.32937088,2.32937088,1.9436471,1.9436471,16958.11958309,-8.49057462341002,BUYUK_TEK_GUN_HAREKETI(>%15)
17,AYES,2013-02-15,-6262.9665013145195,illiquid,2013-02-18,1.74828071,1.74828071,1.57295152,1.57295152,389.26819526,-19.072164900716803,BUYUK_TEK_GUN_HAREKETI(>%15)
17,AYES,2013-02-15,-6262.9665013145195,illiquid,2013-02-19,1.41265073,1.41265073,1.26737814,1.26737814,529.00549612,-19.42675130890239,BUYUK_TEK_GUN_HAREKETI(>%15)
17,AYES,2013-02-15,-6262.9665013145195,illiquid,2013-02-20,1.13713374,1.13713374,1.02191755,1.02191755,1257.63570775,-19.36758906067293,BUYUK_TEK_GUN_HAREKETI(>%15)
18,IHLGM,2014-03-11,-6246.685221005561,mid,2014-03-06,3.42021,3.459373,3.250505,3.394101,279378.0,,BUYUK_TEK_GUN_HAREKETI(>%15)
18,IHLGM,2014-03-11,-6246.685221005561,mid,2014-03-07,3.394101,3.407155,3.133017,3.133017,349171.0,-7.69228729492728,BUYUK_TEK_GUN_HAREKETI(>%15)
18,IHLGM,2014-03-11,-6246.685221005561,mid,2014-03-10,3.106908,3.106908,2.754444,2.871932,988965.0,-8.33334131286233,BUYUK_TEK_GUN_HAREKETI(>%15)
18,IHLGM,2014-03-11,-6246.685221005561,mid,2014-03-11,2.891513,2.891513,2.689173,2.741389,1500932.0,-4.545476703487417,BUYUK_TEK_GUN_HAREKETI(>%15)
18,IHLGM,2014-03-11,-6246.685221005561,mid,2014-03-12,2.715281,2.715281,2.330181,2.330181,1229249.0,-14.999987232749524,BUYUK_TEK_GUN_HAREKETI(>%15)
18,IHLGM,2014-03-11,-6246.685221005561,mid,2014-03-13,2.153949,2.21922,1.918973,1.918973,2177279.0,-17.647041152597154,BUYUK_TEK_GUN_HAREKETI(>%15)
18,IHLGM,2014-03-11,-6246.685221005561,mid,2014-03-14,1.821066,1.827593,1.58609,1.58609,918068.0,-17.346935053281108,BUYUK_TEK_GUN_HAREKETI(>%15)
19,DENGE,2013-04-30,-6201.150907565356,illiquid,2013-04-25,1.2520051,1.28559541,1.14817987,1.22146839,6594712.27859801,,BUYUK_TEK_GUN_HAREKETI(>%15)
19,DENGE,2013-04-30,-6201.150907565356,illiquid,2013-04-26,1.22146839,1.27032671,1.14817987,1.22452199,3418365.36962431,0.24999418937070583,BUYUK_TEK_GUN_HAREKETI(>%15)
19,DENGE,2013-04-30,-6201.150907565356,illiquid,2013-04-29,1.22452199,1.2306292,1.03214093,1.03214093,3486087.79009003,-15.710706836714305,BUYUK_TEK_GUN_HAREKETI(>%15)
19,DENGE,2013-04-30,-6201.150907565356,illiquid,2013-04-30,1.03824813,1.09321435,0.89167179,0.9374772,3625534.49621592,-9.17158958127936,BUYUK_TEK_GUN_HAREKETI(>%15)
19,DENGE,2013-04-30,-6201.150907565356,illiquid,2013-05-02,0.93442291,0.94969161,0.77257855,0.77257855,1462129.94744561,-17.58961711282152,BUYUK_TEK_GUN_HAREKETI(>%15)
19,DENGE,2013-04-30,-6201.150907565356,illiquid,2013-05-03,0.69318352,0.69623712,0.6229486,0.6229486,441982.48742553,-19.367603462456994,BUYUK_TEK_GUN_HAREKETI(>%15)
19,DENGE,2013-04-30,-6201.150907565356,illiquid,2013-05-06,0.55882158,0.68707563,0.54966078,0.54966078,1831471.90213633,-11.764665656203421,BUYUK_TEK_GUN_HAREKETI(>%15)
20,OZGYO,2018-12-10,-6197.948863087359,mid,2018-12-05,2.57499776,2.6474977,2.50249782,2.60749773,588500.51199545,,BUYUK_TEK_GUN_HAREKETI(>%15)
20,OZGYO,2018-12-10,-6197.948863087359,mid,2018-12-06,2.61749772,2.70499765,2.59999774,2.68499766,964540.83915053,2.972195492572882,BUYUK_TEK_GUN_HAREKETI(>%15)
20,OZGYO,2018-12-10,-6197.948863087359,mid,2018-12-07,2.67499767,2.86249751,2.14999813,2.14999813,1286589.11933253,-19.925511964878208,BUYUK_TEK_GUN_HAREKETI(>%15)
20,OZGYO,2018-12-10,-6197.948863087359,mid,2018-12-10,1.81499842,1.99499826,1.7199985,1.7199985,1749505.5220698,-20.000000186046684,BUYUK_TEK_GUN_HAREKETI(>%15)
20,OZGYO,2018-12-10,-6197.948863087359,mid,2018-12-11,1.57749863,1.57999863,1.3774988,1.3774988,2174389.89171921,-19.912790621619735,BUYUK_TEK_GUN_HAREKETI(>%15)
20,OZGYO,2018-12-10,-6197.948863087359,mid,2018-12-12,1.22499893,1.28999888,1.10249904,1.10249904,2669766.3226967,-19.963702327726153,BUYUK_TEK_GUN_HAREKETI(>%15)
20,OZGYO,2018-12-10,-6197.948863087359,mid,2018-12-13,1.08749905,1.08749905,0.88249923,0.90999921,6751433.87374747,-17.46031724435788,BUYUK_TEK_GUN_HAREKETI(>%15)
21,OZGYO,2018-12-07,-6196.221977232785,mid,2018-12-04,2.37249794,2.61249773,2.27999802,2.57499776,1638645.42562152,,BUYUK_TEK_GUN_HAREKETI(>%15)
21,OZGYO,2018-12-07,-6196.221977232785,mid,2018-12-05,2.57499776,2.6474977,2.50249782,2.60749773,588500.51199545,1.2621358552172168,BUYUK_TEK_GUN_HAREKETI(>%15)
21,OZGYO,2018-12-07,-6196.221977232785,mid,2018-12-06,2.61749772,2.70499765,2.59999774,2.68499766,964540.83915053,2.972195492572882,BUYUK_TEK_GUN_HAREKETI(>%15)
21,OZGYO,2018-12-07,-6196.221977232785,mid,2018-12-07,2.67499767,2.86249751,2.14999813,2.14999813,1286589.11933253,-19.925511964878208,BUYUK_TEK_GUN_HAREKETI(>%15)
21,OZGYO,2018-12-07,-6196.221977232785,mid,2018-12-10,1.81499842,1.99499826,1.7199985,1.7199985,1749505.5220698,-20.000000186046684,BUYUK_TEK_GUN_HAREKETI(>%15)
21,OZGYO,2018-12-07,-6196.221977232785,mid,2018-12-11,1.57749863,1.57999863,1.3774988,1.3774988,2174389.89171921,-19.912790621619735,BUYUK_TEK_GUN_HAREKETI(>%15)
21,OZGYO,2018-12-07,-6196.221977232785,mid,2018-12-12,1.22499893,1.28999888,1.10249904,1.10249904,2669766.3226967,-19.963702327726153,BUYUK_TEK_GUN_HAREKETI(>%15)
22,BALAT,2012-09-05,-6177.555498332034,illiquid,2012-08-31,168.04512,168.04512,151.12391,151.12391,3.0,,BUYUK_TEK_GUN_HAREKETI(>%15)
22,BALAT,2012-09-05,-6177.555498332034,illiquid,2012-09-03,135.95317,135.95317,122.241155,122.241155,3.0,-19.111969111969106,BUYUK_TEK_GUN_HAREKETI(>%15)
22,BALAT,2012-09-05,-6177.555498332034,illiquid,2012-09-04,109.987865,109.987865,109.987865,109.987865,5.0,-10.023866348448696,BUYUK_TEK_GUN_HAREKETI(>%15)
22,BALAT,2012-09-05,-6177.555498332034,illiquid,2012-09-05,98.901555,98.901555,98.901555,98.901555,1.0,-10.07957559681697,BUYUK_TEK_GUN_HAREKETI(>%15)
22,BALAT,2012-09-05,-6177.555498332034,illiquid,2012-09-06,88.982225,88.982225,88.982225,88.982225,3.0,-10.029498525073743,BUYUK_TEK_GUN_HAREKETI(>%15)
22,BALAT,2012-09-05,-6177.555498332034,illiquid,2012-09-07,79.93813,79.93813,71.76927,71.76927,20.0,-19.34426229508196,BUYUK_TEK_GUN_HAREKETI(>%15)
22,BALAT,2012-09-05,-6177.555498332034,illiquid,2012-09-10,64.475645,64.475645,57.76551,57.76551,59.0,-19.512195121951226,BUYUK_TEK_GUN_HAREKETI(>%15)
23,EUKYO,2012-07-27,-6172.2212296174375,illiquid,2012-07-24,1.2366655,1.40999867,1.2366655,1.40999867,1322038.24271595,,BUYUK_TEK_GUN_HAREKETI(>%15)
23,EUKYO,2012-07-27,-6172.2212296174375,illiquid,2012-07-25,1.45999863,1.64666512,1.45999863,1.64666512,826656.77705737,16.78487044246644,BUYUK_TEK_GUN_HAREKETI(>%15)
23,EUKYO,2012-07-27,-6172.2212296174375,illiquid,2012-07-26,1.77999833,1.95999816,1.74999835,1.95999816,613395.57659184,19.028340139979406,BUYUK_TEK_GUN_HAREKETI(>%15)
23,EUKYO,2012-07-27,-6172.2212296174375,illiquid,2012-07-27,2.06666472,2.12666467,1.73999836,1.82666495,267066.25104228,-6.80272118214641,BUYUK_TEK_GUN_HAREKETI(>%15)
23,EUKYO,2012-07-27,-6172.2212296174375,illiquid,2012-07-30,1.63999846,1.63999846,1.47333195,1.47333195,36906.03469167,-19.343065623501452,BUYUK_TEK_GUN_HAREKETI(>%15)
23,EUKYO,2012-07-27,-6172.2212296174375,illiquid,2012-07-31,1.32333209,1.32333209,1.18999888,1.18999888,149283.14032615,-19.23076941350521,BUYUK_TEK_GUN_HAREKETI(>%15)
23,EUKYO,2012-07-27,-6172.2212296174375,illiquid,2012-08-01,1.06999899,1.09999897,0.9599991,0.9599991,5183836.87280666,-19.327730795847476,BUYUK_TEK_GUN_HAREKETI(>%15)
24,TGSAS,2012-11-13,-6050.830833256648,illiquid,2012-11-08,5.775,6.15,5.75,6.0,291982.0,,BUYUK_TEK_GUN_HAREKETI(>%15)
24,TGSAS,2012-11-13,-6050.830833256648,illiquid,2012-11-09,5.925,6.25,5.925,6.1,173860.0,1.6666666666666607,BUYUK_TEK_GUN_HAREKETI(>%15)
24,TGSAS,2012-11-13,-6050.830833256648,illiquid,2012-11-12,6.1,6.4,6.0,6.1,191668.0,0.0,BUYUK_TEK_GUN_HAREKETI(>%15)
24,TGSAS,2012-11-13,-6050.830833256648,illiquid,2012-11-13,6.075,6.125,5.125,5.125,203336.0,-15.983606557377039,BUYUK_TEK_GUN_HAREKETI(>%15)
24,TGSAS,2012-11-13,-6050.830833256648,illiquid,2012-11-14,4.6,4.6,4.14,4.14,27276.0,-19.219512195121958,BUYUK_TEK_GUN_HAREKETI(>%15)
24,TGSAS,2012-11-13,-6050.830833256648,illiquid,2012-11-15,3.72,3.72,3.34,3.34,42564.0,-19.323671497584538,BUYUK_TEK_GUN_HAREKETI(>%15)
24,TGSAS,2012-11-13,-6050.830833256648,illiquid,2012-11-16,3.0,3.35,2.7,2.7,1357882.0,-19.16167664670658,BUYUK_TEK_GUN_HAREKETI(>%15)
25,OZGYO,2018-12-14,-6048.965745518932,mid,2018-12-11,1.57749863,1.57999863,1.3774988,1.3774988,2174389.89171921,,BUYUK_TEK_GUN_HAREKETI(>%15)
25,OZGYO,2018-12-14,-6048.965745518932,mid,2018-12-12,1.22499893,1.28999888,1.10249904,1.10249904,2669766.3226967,-19.963702327726153,BUYUK_TEK_GUN_HAREKETI(>%15)
25,OZGYO,2018-12-14,-6048.965745518932,mid,2018-12-13,1.08749905,1.08749905,0.88249923,0.90999921,6751433.87374747,-17.46031724435788,BUYUK_TEK_GUN_HAREKETI(>%15)
25,OZGYO,2018-12-14,-6048.965745518932,mid,2018-12-14,0.90749921,0.99499913,0.72999936,0.72999936,4681024.07249094,-19.780220468543043,BUYUK_TEK_GUN_HAREKETI(>%15)
25,OZGYO,2018-12-14,-6048.965745518932,mid,2018-12-17,0.73749936,0.76499933,0.58499949,0.58499949,10014884.7129497,-19.86301330455962,BUYUK_TEK_GUN_HAREKETI(>%15)
25,OZGYO,2018-12-14,-6048.965745518932,mid,2018-12-18,0.58499949,0.58749949,0.53249954,0.58749949,2430690.1147004,0.42735079991267355,BUYUK_TEK_GUN_HAREKETI(>%15)
25,OZGYO,2018-12-14,-6048.965745518932,mid,2018-12-19,0.51249955,0.55499952,0.46999959,0.46999959,4980376.33292741,-20.000000340425828,BUYUK_TEK_GUN_HAREKETI(>%15)
26,DIRIT,2012-09-06,-6048.006579617358,illiquid,2012-09-03,10.984838,10.984838,10.984838,10.984838,574.0,,BUYUK_TEK_GUN_HAREKETI(>%15)
26,DIRIT,2012-09-06,-6048.006579617358,illiquid,2012-09-04,10.984838,10.984838,10.984838,10.984838,2.0,0.0,BUYUK_TEK_GUN_HAREKETI(>%15)
26,DIRIT,2012-09-06,-6048.006579617358,illiquid,2012-09-05,10.545444,10.545444,9.886354,9.886354,2.0,-10.000001820691384,BUYUK_TEK_GUN_HAREKETI(>%15)
26,DIRIT,2012-09-06,-6048.006579617358,illiquid,2012-09-06,9.095445,9.095445,9.095445,9.095445,3.0,-8.000006878167632,BUYUK_TEK_GUN_HAREKETI(>%15)
26,DIRIT,2012-09-06,-6048.006579617358,illiquid,2012-09-07,8.172719,8.172719,8.172719,8.172719,1.0,-10.144924190075354,BUYUK_TEK_GUN_HAREKETI(>%15)
26,DIRIT,2012-09-06,-6048.006579617358,illiquid,2012-09-10,7.346659,7.346659,6.608478,6.608478,901.0,-19.139786893443922,BUYUK_TEK_GUN_HAREKETI(>%15)
26,DIRIT,2012-09-06,-6048.006579617358,illiquid,2012-09-11,5.9406,5.9406,5.343025,5.343025,198.0,-19.148932628662752,BUYUK_TEK_GUN_HAREKETI(>%15)
27,METRO,2019-11-13,-6016.947359133575,mid,2019-11-08,2.070198,2.115202,2.025193,2.025193,5679239.0,,BUYUK_TEK_GUN_HAREKETI(>%15)
27,METRO,2019-11-13,-6016.947359133575,mid,2019-11-11,2.025193,2.124203,1.944186,2.061197,9883197.0,1.7778058683789677,BUYUK_TEK_GUN_HAREKETI(>%15)
27,METRO,2019-11-13,-6016.947359133575,mid,2019-11-12,2.079199,2.187209,1.962188,2.160206,20522713.0,4.803470992826009,BUYUK_TEK_GUN_HAREKETI(>%15)
27,METRO,2019-11-13,-6016.947359133575,mid,2019-11-13,2.187209,2.592248,2.133204,2.592248,33557942.0,20.000037033505148,BUYUK_TEK_GUN_HAREKETI(>%15)
27,METRO,2019-11-13,-6016.947359133575,mid,2019-11-14,2.637252,2.772265,2.079199,2.079199,60789044.0,-19.791663451953678,BUYUK_TEK_GUN_HAREKETI(>%15)
27,METRO,2019-11-13,-6016.947359133575,mid,2019-11-15,2.034194,2.088199,1.665159,1.665159,40172746.0,-19.913437819083214,BUYUK_TEK_GUN_HAREKETI(>%15)
27,METRO,2019-11-13,-6016.947359133575,mid,2019-11-18,1.620155,1.755168,1.332127,1.377132,87358472.0,-17.297267107825743,BUYUK_TEK_GUN_HAREKETI(>%15)
28,BRKSN,2011-12-28,-5945.891094997949,illiquid,2011-12-23,1.12199751,1.12918984,1.11720285,1.12679251,901872.92892912,,BUYUK_TEK_GUN_HAREKETI(>%15)
28,BRKSN,2011-12-28,-5945.891094997949,illiquid,2011-12-26,1.12679251,1.13398483,1.12439518,1.13398483,967992.99703279,0.6383003025108858,BUYUK_TEK_GUN_HAREKETI(>%15)
28,BRKSN,2011-12-28,-5945.891094997949,illiquid,2011-12-27,1.13158717,1.13877983,1.01890828,1.01890828,1167865.20290116,-10.147979669181284,BUYUK_TEK_GUN_HAREKETI(>%15)
28,BRKSN,2011-12-28,-5945.891094997949,illiquid,2011-12-28,0.99013898,0.99013898,0.88944675,0.88944675,74292.07652084,-12.70590616851205,BUYUK_TEK_GUN_HAREKETI(>%15)
28,BRKSN,2011-12-28,-5945.891094997949,illiquid,2011-12-29,0.79834451,0.79834451,0.71683193,0.71683193,503712.51882389,-19.40698754590986,BUYUK_TEK_GUN_HAREKETI(>%15)
28,BRKSN,2011-12-28,-5945.891094997949,illiquid,2011-12-30,0.644909,0.644909,0.5801784,0.5801784,299724.30871604,-19.063538366657305,BUYUK_TEK_GUN_HAREKETI(>%15)
28,BRKSN,2011-12-28,-5945.891094997949,illiquid,2012-01-02,0.52144113,0.5789794,0.47469118,0.4866785,10722167.04383206,-16.11571544200887,BUYUK_TEK_GUN_HAREKETI(>%15)
29,DENGE,2019-03-29,-5945.643537235636,illiquid,2019-03-26,1.4772148,1.58791029,1.44667809,1.56882493,31788315.21286547,,BUYUK_TEK_GUN_HAREKETI(>%15)
29,DENGE,2019-03-29,-5945.643537235636,illiquid,2019-03-27,1.58791029,1.65280105,1.57264228,1.65280105,34905069.76059828,5.352803770144088,BUYUK_TEK_GUN_HAREKETI(>%15)
29,DENGE,2019-03-29,-5945.643537235636,illiquid,2019-03-28,1.67570376,1.81311861,1.67188641,1.8054846,26808917.48573613,9.23786622715419,BUYUK_TEK_GUN_HAREKETI(>%15)
29,DENGE,2019-03-29,-5945.643537235636,illiquid,2019-03-29,1.83983866,1.98107085,1.83983866,1.9696195,34685537.83274924,9.09090556629506,BUYUK_TEK_GUN_HAREKETI(>%15)
29,DENGE,2019-03-29,-5945.643537235636,illiquid,2019-04-01,2.00015621,2.21009652,1.57645893,1.57645893,22427692.60511797,-19.961244798805044,BUYUK_TEK_GUN_HAREKETI(>%15)
29,DENGE,2019-03-29,-5945.643537235636,illiquid,2019-04-02,1.26345714,1.26345714,1.26345714,1.26345714,320494.8047847,-19.854737985467207,BUYUK_TEK_GUN_HAREKETI(>%15)
29,DENGE,2019-03-29,-5945.643537235636,illiquid,2019-04-03,1.01152946,1.01152946,1.01152946,1.01152946,2898985.41536493,-19.939550937200767,BUYUK_TEK_GUN_HAREKETI(>%15)
30,KSTUR,2014-08-20,-5883.991345005048,illiquid,2014-08-15,28.6,28.6,28.5,28.5,1237.0,,BUYUK_TEK_GUN_HAREKETI(>%15)
30,KSTUR,2014-08-20,-5883.991345005048,illiquid,2014-08-18,31.35,34.5,31.35,34.5,1429.0,21.052631578947366,BUYUK_TEK_GUN_HAREKETI(>%15)
30,KSTUR,2014-08-20,-5883.991345005048,illiquid,2014-08-19,34.700001,34.700001,30.35,30.35,452.0,-12.02898550724637,BUYUK_TEK_GUN_HAREKETI(>%15)
30,KSTUR,2014-08-20,-5883.991345005048,illiquid,2014-08-20,27.299999,27.299999,24.549999,24.549999,605.0,-19.110382207578258,BUYUK_TEK_GUN_HAREKETI(>%15)
30,KSTUR,2014-08-20,-5883.991345005048,illiquid,2014-08-21,22.049999,22.049999,19.799999,19.799999,307.0,-19.34826962722076,BUYUK_TEK_GUN_HAREKETI(>%15)
30,KSTUR,2014-08-20,-5883.991345005048,illiquid,2014-08-22,18.0,18.0,16.15,16.15,2835.0,-18.434339314865632,BUYUK_TEK_GUN_HAREKETI(>%15)
30,KSTUR,2014-08-20,-5883.991345005048,illiquid,2014-08-25,15.0,15.0,13.15,13.15,3144.0,-18.57585139318885,BUYUK_TEK_GUN_HAREKETI(>%15)
